"ID","Joke"
20345,"my son would be amazed if I showed him a first generation iPod because we've never met"
20346,"[DEATH ROW] WARDEN: Last meal? CON: Just a glass of lemonade please *Drinks lemonade/Burps* WARDEN: Pardon [CON WALKS FREE] W: SHIT"
20347,"""I'm leaving you"" ""why?"" ""Your jokes are old and tiresome"" ""but, I can updog"" ""What's updog?"" ""NOTHIN, WHAT'S UP WI-"" *slams door*"
20348,"Me: *unfreezes cro-magnon woman I uncover on an arctic expedition* Cro-magnon woman: ""I have a boyfriend."""
20349,"My wife and I have agreed on a trial separation. The kids aren't to keen, but my wife and I just don't want them anymore."
20350,"13YO: Why's he happy? He got dog-piled. Me: He made a lot of groundage before getting put down. Husband: Yardage. Tackled. PLEASE LEAVE."
20351,"As long as McDonald's doesn't make us pay with excercise."
20352,"McDonalds wants you to tell your family you love them because if you keep eating McDonalds it won't be long before you're dead."
20353,"I work in the entertainment industry, so the only way I could lie more is if I worked in politics."
20354,"Boyf said I look really pretty when I'm concentrating...I realised its cos I'm quiet! Either way it's the last time I let him watch me poo"
20355,"Audrey Hepburn probably has my favorite last name that combines an STD and a symptom of an STD"
20356,"This generation sucks but does it swallow"
20357,"The first person to milk a cow probably saw a baby cow nursing and was like oh yeah people do that too and I have no food I don't wanna die"
20358,"[at a bar] *creepy dude is hitting on me* Me: you wanna get outta here? Him: yeah Me: cool. I would love it if you left."
20359,"STRANGER: she has a book. cute and smart ME: [taking a bite of the small layer cake i made to look like a book] STRANGER: a stunning genius"
20360,"date: So what do you do? me: *pulls out stuffed fox* I'm a taxidermist date: Oh wow fox: and a ventriloquist"
20361,"wife: dont do anything stupid on the way out me: i wont [shakes priest's hand after lovely wedding ceremony] me: so are you god's boyfriend?"
20362,"HERE'S A KID WITH NO ARMS AND NO LEGS AND HIS PARENTS ARE DEAD AND YOU'LL DIE SOON TOO, BUY THINGS. - Super Bowl Commercials in a nut shell"
20363,"In response to McDonald's pay with hugs campaign, Nationwide will allow you to pay for insurance with DEATH."
20364,"[job interview] ""So what are your goals for working here?"" To be home by 5"
20365,"""I have no porpoise!"" -existential marine biologist."
20366,"KATY PERRY: Can I use a real tiger? NFL: No way, that would be dumb. KATY PERRY: Oh I'll show you dumb."
20367,"I never understand why do people whisper at funeral's ? The most important guy at this party is dead he can't hear you."
20368,"Is #GoHomeIndianMedia really trending? Can we respond with #NoPleaseYouKeepThem or #OkFineWhereElseCanWeSendThem"
20369,"After sitting in the labor and delivery waiting room chairs for 12 hours, I need an epidural as much as those women in labor do."
20370,"*octopus goes in for a palm reading* Psychic: ""CANCEL ALL MY APPOINTMENTS"""
20371,"Putting clothes on an animal is like putting on an overcoat over your overcoat."
20372,"*hot lady looks at me* Me: Hi! Do I know you? Lady: No I think I'm mistaken. *awkward pause* Me: So...is there a mister taken? *hit by bus*"
20373,"I said I was mad at myself. My 4yo son looked at me. ""There are fancier words for mad,"" he said, fixing my hair. ""You should say irritated."""
20374,"The Taliban heavily overestimates the need for monkey-bar training."
20375,"Fantasy: We run in slow motion toward each other across an open field. Her side is mined."
20376,"""Shelley's coming over."" ""Shelley from work or Shelley who was raised by gorillas?"" *gets hit in the face with poop*"
20377,"Things I've learned as a mom: Kiss boo boo's. Say I love you a lot. Snuggle when they ask. Do laundry daily. Hide the good snacks."
20378,"My mom just texted me to say that her dog killed 2 groundhogs in her backyard this morning so I think she may be doing Groundhog Day wrong."
20379,"The Nationwide commercial didn't make me feel anything but I once dropped my chicken nuggets and cried for an hour and forty minutes."
20380,"Paris Hilton's chihuahua Tinkerbell died yesterday. Purses are being held at half-mast."
20381,"Problem: I hate peeing alone, sleeping, & nobody talks to me about random nonsense Solution: kids"
20382,"I hope the mysterious food thief at the office enjoys the dog food marinara and Jello with my toenail clippings I made for him/her."
20383,"Dyslexic Superbowl watchers were probably disappointed when they saw football instead of a superb owl."
20384,"""DOC TELL ME STRAIGHT"" doc: u got lou gherrigs disease *cops barge in* ur under arrest ""FOR WHAT"" cop: mr gherrig reported a missing disease"
20385,"Bear: *lowers sunglasses. Is it *beary* serious? Cops:...Ok that's funny but but you mauled a child so yes. You have to go back to the zoo."
20386,"in high school I was voted 'who is that? does she even go to our school? Never saw her before'"
20387,"I had sex twice in 24hours and I'm so glad that I have 4000 people to brag about it to"
20388,"[Crossword] 7 across) Person you work with, 9 letters COWORKER 21 down) Person you hate, 9 letters COWORKER"
20389,"My nickname at work is ""HR wants to see you"""
20390,"LIFE HACK: when at a restaurant with a long wait, resort to cannibalism"
20391,"""Ok welcome to ask stupid questions club. Any questions?"" Is this ask stupid questions club? ""You're now the leader of this club"" What club?"
20392,"[making small talk at a party] Hair products are so expensive these days. Do you think that's why poor people look like shit?"""
20393,"[elevator] ""Wanna buy a spoon?"" Huh, no, why? [elevator slowly fills with pudding] [opens briefcase filled with spoons] [sheepishly] Yes."
20394,"I ""pet zone"" girls. It's like the friend zone, but, I only hang out if your dog will be there."
20395,"Marries a mime. Lives quietly ever after."
20396,"DATE: Are you a dog person or a cat person? ME: *gets really close to the date & whispers* I'm just a person, what bullshit question is this"
20397,"*tries to mount a horse* Horse: ""I have a boyfriend."""
20398,"It's so frustrating when your hitman doesn't answer the phone after you've made amends with someone"
20399,"I've started dating Little Red Riding Hood's gran. She's an animal in bed."
20400,"5 year old: Where does wind come from, daddy? Me: It comes from people asking too many questions."
20401,"You know that confused look that old people get when looking at new technology? I'm like that, but with salad."
20402,"A new study finds that chicken isn't as healthy for you as once thought. ""Just don't ask to see our data"" clucked one feathered researcher."
20403,"[doctors] ""How long have I got?"" ""Not long. Two, three months"" [casually places apple on desk] ""Ok, ok, six. Just get that out of here!"""
20404,"*Snowman wakes up in hospital* ""What happened to me?!"" Snow Doctor: Don't worry you're fine. But... what did you think a snow blower did?"
20405,"Indiana Jones: [screaming as his hand is crushed under a door] ARRGGHHH! WHY? WHY DID I REACH FOR MY HAT? I OWN SO MANY HATS!!"
20406,"How to impress your ex: 1. Get rich 2. Get more attractive 3. Get a tiger 4. Ride tiger everywhere in preparation for confrontation with ex"
20407,"Remember when you were small & all you wanted was a pony but your parents were high on meth & thought the house was already full of ponies?"
20408,"Me: Did you use my highlighter? 2-year-old: Me: 2: Me: 2: No. Apparently she's always been neon yellow."
20409,"[Me]: *slams fork & knife down on table* Not cool, babe. [Wife]: You didn't honestly think there'd be weed in your pot pie, did you?"
20410,"Fact: If you get pulled over, as the cop is walking up to you, place an aluminum foil hat on your head and you disappear from his vision."
20411,"You hurt the feelings of a person who was once the crush of a person who was once a friend of mine so you're a BAD person. ~ internet logic"
20412,"[Batman & Joker at a table in Arkham Asylum] Joker: Wanna know I got these Scars? *He gestures at his Lion King action figures* Batman: Ugh"
20413,"Your boss will respect you more if you sometimes disagree, especially if you touch their face and say ""You silly goose."""
20414,"Welcome to The News. Tonight's top story: you know that thing you love? It's terrible and you're terrible. Thanks,"
20415,"*Leans head up to wife as I'm dying* Me: My only regret is... *Coughs loudly* Me: ...not having something cooler to say as I die. *Dies*"
20416,"taylor swift: oh my god look at that face you look like my next mistake me [with mouth full of like way too many Doritos]: what"
20417,"Me: So you're an Atheist? Him: Yup! Me: So what year is it? Him: 2015 Me: based on how years are counted after a certain birth?"
20418,"*guy struggling to pick his teeth with a toothpick* Narrator: Don't you wish there were a better way? -commercial for business cards"
20419,"Vaccines comes from doctors --> Doctors are part of Obamacare --> Vaccines are BAD #Bible #AmericanSniper"
20420,"*writes ""with my squad"" under a picture of me and several cats"""
20421,"HOT LOCAL MOMS IN YOUR AREA ARE WAITING TO TUCK U IN & WILL BE CHECKING THAT TOOTHBRUSH SO GET IN THERE & DO IT RIGHT MISTER"
20422,"Sarcasm so good, they think you're being nice."
